0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
31.89,31.21,29.28,22.94,19.99,29.38,37.92,53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7
31.21,29.28,22.94,19.99,29.38,37.92,53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0
29.28,22.94,19.99,29.38,37.92,53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25
22.94,19.99,29.38,37.92,53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29
19.99,29.38,37.92,53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22
29.38,37.92,53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1
37.92,53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76
53.04,53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92
53.17,51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56
51.42,50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98
50.41,50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97
50.75,51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89
51.65,50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44
50.43,58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3
58.15,64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69
64.46,64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02
64.98,67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04
67.39,66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22
66.19,65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9
65.49,58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89
58.42,55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7
55.0,53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47
53.25,41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0
41.99,40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3
40.0,34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59
34.94,33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74
33.46,32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82
32.08,33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82,30.41
33.54,35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82,30.41,32.99
35.38,46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82,30.41,32.99,39.41
46.23,62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82,30.41,32.99,39.41,37.48
62.05,63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82,30.41,32.99,39.41,37.48,35.37
63.76,64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82,30.41,32.99,39.41,37.48,35.37,38.13
64.36,64.43,65.46,59.07,58.98,58.5,58.93,59.0,64.38,66.9,63.91,56.78,50.08,48.36,45.0,32.66,31.61,30.8,29.58,29.76,32.44,45.31,55.03,56.83,56.54,55.63,55.96,52.9,53.6,54.14,55.17,57.04,60.79,64.81,62.65,61.59,52.87,50.26,47.32,35.23,32.99,32.02,31.05,31.18,34.85,44.77,57.96,64.16,62.76,59.77,59.18,58.13,56.45,57.22,57.36,58.43,63.02,64.17,62.58,55.49,51.8,49.99,46.68,42.44,32.79,34.56,34.7,33.0,33.25,38.29,42.22,44.1,46.76,48.92,48.56,47.98,43.97,42.89,40.44,45.3,53.69,59.02,70.04,51.22,42.9,42.89,42.7,33.47,35.0,32.3,29.59,23.74,27.82,30.41,32.99,39.41,37.48,35.37,38.13,39.75
